[2019-04-30 10:34:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT  sum(general) total
            FROM consolidated_view con 
            inner join divisions E ON con.tipo =E.cod
            inner join MDocumentos D ON con.doc= D.codtipodoc 
            where con.fechafac between '2019-04-29' and '04/30/2019' and statfact <>'2' group by con.fechafac  ORDER BY con.fechafac 
[2019-04-30 10:34:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT  sum(general) total
            FROM consolidated_view con 
            inner join divisions E ON con.tipo =E.cod
            inner join MDocumentos D ON con.doc= D.codtipodoc 
            where con.fechafac between '2019-04-29' and '04/30/2019' and statfact <>'2' group by con.fechafac  ORDER BY con.fechafac 
[2019-04-30 10:34:36.000000 192.130.74.20  - [query->JOLALDE] ] Select  max('Total Ventas Generales') nombre,sum(con.subtotal) subtotal,sum(con.descuento) descuento, sum(con.subtotal) - sum(con.descuento) neto, sum(con.TotImpuesto) TotImpuesto,sum(con.monto_flete) envio , sum(general) total 
          FROM consolidated_view con
          where con.fechafac between '04-30-2019' and '04-30-2019' and statfact <>'2'
[2019-04-30 10:34:37.000000 192.130.74.20  - [query->JOLALDE] ] Select  concat( max(E.Nombre),' ',MAX(D.abreviatura)) nombre,sum(con.subtotal) subtotal,sum(con.descuento) descuento, sum(con.subtotal) - sum(con.descuento) neto, sum(con.TotImpuesto) TotImpuesto,sum(con.monto_flete) envio , sum(general) total,con.tipo  
            FROM consolidated_view con 
            inner join divisions E ON con.tipo =E.cod
            inner join MDocumentos D ON con.doc= D.codtipodoc 
            where con.fechafac between '04-30-2019' and '04-30-2019' and statfact <>'2' group by con.tipo,con.doc order by con.tipo
[2019-04-30 10:48:33.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181660' 
[2019-04-30 10:48:33.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181723' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181791' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181837' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181838' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181865' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181882' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181962' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182059' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182078' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182117' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182144' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182161' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182253' 
[2019-04-30 10:48:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182255' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182273' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182290' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182294' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182310' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182397' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182530' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182555' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182648' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182709' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182713' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182745' 
[2019-04-30 10:48:35.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182826' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182999' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183000' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183000' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183051' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183089' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183197' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183250' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181485' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181490' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181724' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181726' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181732' 
[2019-04-30 10:48:36.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181790' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181834' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181862' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181873' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181874' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181880' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181921' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181960' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='181963' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182113' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182142' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182191' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182230' 
[2019-04-30 10:48:37.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182288' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182293' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182293' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182340' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182353' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182381' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182385' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182396' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182523' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182604' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182651' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182672' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182680' 
[2019-04-30 10:48:38.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182711' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182712' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182736' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182749' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182883' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182911' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183002' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183023' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183024' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183031' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183087' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183133' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183142' 
[2019-04-30 10:48:39.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183199' 
[2019-04-30 10:48:40.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal , sum(a.descuento) descuento, sum( a.TotImpuesto) impuesto , sum(a.monto_flete) envio , sum( (a.total+a.monto_flete)) total FROM VentasDiariasCMACST a INNER JOIN MDocumentos b ON a.doc = b.codtipodoc WHERE a.fechafac between '03/28/2019' AND '04/30/2019' AND a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'   And   a.doc='01'  
[2019-04-30 10:48:40.000000 192.130.74.20  - [query->JOLALDE] ] SELECT convert(varchar(10), cast(a.fechafac as date), 101)  fechapago ,a.numfactu, a.nombres, a.subtotal, a.descuento, (a.total+a.monto_flete) monto, a.statfact, a.TotImpuesto, a.monto_flete   FROM  VentasDiariasCMACST a INNER JOIN MDocumentos  b ON a.doc = b.codtipodoc   WHERE a.fechafac between  '03/28/2019' AND '04/30/2019' AND  a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'     And  a.total<0  /* and usuario='JOLALDE'  Order by a.numfactu desc */ 
[2019-04-30 10:48:41.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal , sum(a.descuento) descuento, sum( a.TotImpuesto) impuesto , sum(a.monto_flete) envio , sum( (a.total+a.monto_flete))  total   FROM  VentasDiariasCMACST a INNER JOIN MDocumentos  b ON a.doc = b.codtipodoc   WHERE a.fechafac between '03/28/2019' AND '04/30/2019'  AND  a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'     And  a.total<0 
[2019-04-30 10:48:41.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal , sum(a.descuento) descuento, sum( a.TotImpuesto) impuesto , sum(a.monto_flete) envio , sum( (a.total+a.monto_flete))  total   FROM  VentasDiariasCMACST a INNER JOIN MDocumentos  b ON a.doc = b.codtipodoc   WHERE a.fechafac between '03/28/2019' AND '04/30/2019'  AND  a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'   
[2019-04-30 10:48:41.000000 192.130.74.20  - [query->JOLALDE] ] SELECT *,convert(varchar(10), cast(a.fechafac as date), 101) fecha, (select nombres from MClientes b where a.codclien=b.codclien )nombres, (select Historia  from MClientes b where a.codclien=b.codclien ) Historia
 from cma_MFactura a  
 where a.fechafac between  '03/28/2019' and '04/30/2019' and a.codmedico='333' and a.statfact=3  order by a.numfactu desc
[2019-04-30 10:48:41.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal, SUM(a.descuento) descuento,0 impuesto, 0 envio, sum(a.total) total from cma_MFactura a  inner join MClientes b On a.codclien=b.codclien  where a.fechafac between '03/28/2019' and '04/30/2019' and a.codmedico='333' and a.statfact=3 and a.numfactu in (select distinct numfactu from cma_DFactura a where  a.fechafac between '03/28/2019' and '04/30/2019' and a.cod_subgrupo in('CEL MADRE','INTRAVENOSO','TERAPIA LASER') and a.coditems in( select b.coditems from exclusivos b where b.Codmedico='333'  ))
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal , sum(a.descuento) descuento, sum( a.TotImpuesto) impuesto , sum(a.monto_flete) envio , sum( (a.total+a.monto_flete))  total   FROM  VentasDiariasCMACST a INNER JOIN MDocumentos  b ON a.doc = b.codtipodoc   WHERE a.fechafac between '03/28/2019' AND '04/30/2019'  AND  a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'  
union all
SELECT sum(a.subtotal) subtotal, SUM(a.descuento) descuento,0 impuesto, 0 envio, sum(a.total) total from cma_MFactura a  inner join MClientes b On a.codclien=b.codclien  where a.fechafac between '03/28/2019' and '04/30/2019' and a.codmedico='333' and a.statfact=3 and a.numfactu in (select distinct numfactu from cma_DFactura a where  a.fechafac between '03/28/2019' and '04/30/2019' and a.cod_subgrupo in('CEL MADRE','INTRAVENOSO','TERAPIA LASER') and a.coditems in( select b.coditems from exclusivos b where b.Codmedico='333'  ))
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183199'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183197'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183173'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183142'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183133'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183087'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183031'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183030'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183029'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183028'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183027'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183024'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183023'
[2019-04-30 10:48:42.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183022'
